F-score,feature,type
1.0461585839814302,Clump Thickness,Original
1.949391990688344,Uniformity of Cell Size,Original
1.9928887105964777,Uniformity of Cell Shape,Original
0.8153886305296991,Marginal Adhesion,Original
0.8523663929411667,Single Epithelial Cell Size,Original
1.652390299496368,Bare Nuclei,Original
1.1982704485736209,Bland Chromatin,Original
0.9275415057009813,Normal Nucleoli,Original
0.21064223081410735,Mitoses,Original
0.9916888946687222,Clump Thickness,Original
1.7818878606617383,Uniformity of Cell Size,Original
1.9204353903698526,Uniformity of Cell Shape,Original
0.8331775198616646,Marginal Adhesion,Original
0.9164792342075209,Single Epithelial Cell Size,Original
2.0055379990225726,Bare Nuclei,Original
1.3428908727032378,Bland Chromatin,Original
1.029336072920116,Normal Nucleoli,Original
0.18957786812896193,Mitoses,Original
1.0409680735036368,Clump Thickness,Original
1.8467051728560595,Uniformity of Cell Size,Original
1.8987186812334693,Uniformity of Cell Shape,Original
1.01132507769534,Marginal Adhesion,Original
0.954660187756635,Single Epithelial Cell Size,Original
2.0608444861530897,Bare Nuclei,Original
1.2545486614994568,Bland Chromatin,Original
0.9454708353656696,Normal Nucleoli,Original
0.20966615405605227,Mitoses,Original
1.0433367210512006,Clump Thickness,Original
1.9066166351975424,Uniformity of Cell Size,Original
2.0820820206372512,Uniformity of Cell Shape,Original
0.9089393449700632,Marginal Adhesion,Original
0.8152385014551516,Single Epithelial Cell Size,Original
2.0528312533212394,Bare Nuclei,Original
1.127003715688819,Bland Chromatin,Original
0.8742880441279905,Normal Nucleoli,Original
0.18316110520267886,Mitoses,Original
1.0942785886858706,Clump Thickness,Original
2.006347987570545,Uniformity of Cell Size,Original
1.942235501332675,Uniformity of Cell Shape,Original
0.9699104243463235,Marginal Adhesion,Original
0.8155878912385195,Single Epithelial Cell Size,Original
2.2213749515433356,Bare Nuclei,Original
1.3595326533056595,Bland Chromatin,Original
0.8119288717773239,Normal Nucleoli,Original
0.228822741882058,Mitoses,Original
1.0190039825955368,Clump Thickness,Original
1.8531058454279101,Uniformity of Cell Size,Original
2.0123966123866293,Uniformity of Cell Shape,Original
1.0587978425754652,Marginal Adhesion,Original
0.8313503638502716,Single Epithelial Cell Size,Original
2.2461918234568183,Bare Nuclei,Original
1.3134267111624756,Bland Chromatin,Original
0.8707716228496598,Normal Nucleoli,Original
0.1704208079047629,Mitoses,Original
1.2349302205721997,Clump Thickness,Original
1.8005610653879494,Uniformity of Cell Size,Original
1.888978183545942,Uniformity of Cell Shape,Original
0.9190274419764485,Marginal Adhesion,Original
0.8897088016612638,Single Epithelial Cell Size,Original
1.829510076617586,Bare Nuclei,Original
1.4081526599877179,Bland Chromatin,Original
1.0483328096024078,Normal Nucleoli,Original
0.191044301177402,Mitoses,Original
1.1959647145552499,Clump Thickness,Original
2.053110841547364,Uniformity of Cell Size,Original
1.9830636747543469,Uniformity of Cell Shape,Original
0.98490193482303,Marginal Adhesion,Original
0.8521763328843076,Single Epithelial Cell Size,Original
1.862387577604283,Bare Nuclei,Original
1.626830637108714,Bland Chromatin,Original
1.0487231860253599,Normal Nucleoli,Original
0.2117481534532472,Mitoses,Original
1.057878657489222,Clump Thickness,Original
1.8914045779463318,Uniformity of Cell Size,Original
1.9110638301220877,Uniformity of Cell Shape,Original
0.9269403041865838,Marginal Adhesion,Original
0.8294945431180238,Single Epithelial Cell Size,Original
1.9585249126176232,Bare Nuclei,Original
1.194535012062255,Bland Chromatin,Original
0.8915196097077065,Normal Nucleoli,Original
0.17084185464524818,Mitoses,Original
1.0227511244880385,Clump Thickness,Original
2.142616542135454,Uniformity of Cell Size,Original
2.1124698638237542,Uniformity of Cell Shape,Original
1.0604321390155487,Marginal Adhesion,Original
0.9339536695771739,Single Epithelial Cell Size,Original
2.0615575340067545,Bare Nuclei,Original
1.1865130033007039,Bland Chromatin,Original
0.9622168995350521,Normal Nucleoli,Original
0.18831942523112025,Mitoses,Original
0.988584619847561,Clump Thickness,Original
1.722956318561291,Uniformity of Cell Size,Original
1.85634789301183,Uniformity of Cell Shape,Original
0.7998683628965166,Marginal Adhesion,Original
0.7588339548700844,Single Epithelial Cell Size,Original
1.9131718560563653,Bare Nuclei,Original
1.170388433038423,Bland Chromatin,Original
0.8378202392011996,Normal Nucleoli,Original
0.18072812534757904,Mitoses,Original
1.0230366059521132,Clump Thickness,Original
2.0081907117865327,Uniformity of Cell Size,Original
2.1093241867984265,Uniformity of Cell Shape,Original
0.839327858841863,Marginal Adhesion,Original
0.959869293789683,Single Epithelial Cell Size,Original
2.1842291791229944,Bare Nuclei,Original
1.347821483978636,Bland Chromatin,Original
1.0381306063280369,Normal Nucleoli,Original
0.1842482908887287,Mitoses,Original
1.0552925148843821,Clump Thickness,Original
1.670550936835778,Uniformity of Cell Size,Original
1.7640156449999438,Uniformity of Cell Shape,Original
0.824639914665995,Marginal Adhesion,Original
0.7334316954468906,Single Epithelial Cell Size,Original
2.093378153595188,Bare Nuclei,Original
1.2198018029952917,Bland Chromatin,Original
0.8655590029891934,Normal Nucleoli,Original
0.188529149505111,Mitoses,Original
1.0812664389307367,Clump Thickness,Original
1.9685373626841076,Uniformity of Cell Size,Original
2.0733071963174257,Uniformity of Cell Shape,Original
0.9714426249830828,Marginal Adhesion,Original
0.9114549122036997,Single Epithelial Cell Size,Original
1.9856598796015594,Bare Nuclei,Original
1.333337140132302,Bland Chromatin,Original
0.9851874492028915,Normal Nucleoli,Original
0.19361270985174125,Mitoses,Original
1.299099866015387,Clump Thickness,Original
1.7631699454157443,Uniformity of Cell Size,Original
1.949128770179767,Uniformity of Cell Shape,Original
0.8561825895544902,Marginal Adhesion,Original
0.7865152391628473,Single Epithelial Cell Size,Original
1.9759911441278737,Bare Nuclei,Original
1.3045781516844164,Bland Chromatin,Original
0.9178414774094359,Normal Nucleoli,Original
0.17658580852919967,Mitoses,Original
0.9805227293819044,Clump Thickness,Original
1.777665275924532,Uniformity of Cell Size,Original
1.7957880845894916,Uniformity of Cell Shape,Original
0.7784563487988087,Marginal Adhesion,Original
0.8488139079939392,Single Epithelial Cell Size,Original
2.0064910299012495,Bare Nuclei,Original
1.3296903059484533,Bland Chromatin,Original
0.9173140630812805,Normal Nucleoli,Original
0.19593005660176327,Mitoses,Original
1.204579990362638,Clump Thickness,Original
1.9043277899746638,Uniformity of Cell Size,Original
1.9132563812077379,Uniformity of Cell Shape,Original
0.8759336033229502,Marginal Adhesion,Original
0.8559026941262211,Single Epithelial Cell Size,Original
1.9456439725946229,Bare Nuclei,Original
1.2524894060778977,Bland Chromatin,Original
0.9319821176146497,Normal Nucleoli,Original
0.2111384426517135,Mitoses,Original
1.201917749227911,Clump Thickness,Original
1.9316755062411142,Uniformity of Cell Size,Original
1.9925757752558118,Uniformity of Cell Shape,Original
0.992771040523497,Marginal Adhesion,Original
0.8583638568612969,Single Epithelial Cell Size,Original
1.9741430927737162,Bare Nuclei,Original
1.2635036916198947,Bland Chromatin,Original
0.9640804033789101,Normal Nucleoli,Original
0.19326681925205624,Mitoses,Original
1.2273210080220096,Clump Thickness,Original
1.8329745995703879,Uniformity of Cell Size,Original
2.0531661890270296,Uniformity of Cell Shape,Original
0.787616817498629,Marginal Adhesion,Original
0.7589863936735659,Single Epithelial Cell Size,Original
2.132841083395279,Bare Nuclei,Original
1.341594582863846,Bland Chromatin,Original
0.965414451400706,Normal Nucleoli,Original
0.17730139633110462,Mitoses,Original
1.0354613541230624,Clump Thickness,Original
2.1178317104701554,Uniformity of Cell Size,Original
2.1106274724568124,Uniformity of Cell Shape,Original
0.94741228458055,Marginal Adhesion,Original
0.8701351019510003,Single Epithelial Cell Size,Original
1.784569262046791,Bare Nuclei,Original
1.318477658248715,Bland Chromatin,Original
1.0234512447383983,Normal Nucleoli,Original
0.19265972105599719,Mitoses,Original
1.0640821134044098,Clump Thickness,Original
1.7380570484004327,Uniformity of Cell Size,Original
1.9466452381995882,Uniformity of Cell Shape,Original
0.946303787670187,Marginal Adhesion,Original
0.8257622363179515,Single Epithelial Cell Size,Original
1.9727667243744518,Bare Nuclei,Original
1.2452660064959182,Bland Chromatin,Original
0.9847135061759278,Normal Nucleoli,Original
0.19785204061574366,Mitoses,Original
1.1395704829840072,Clump Thickness,Original
2.0308816107099394,Uniformity of Cell Size,Original
2.060675065051852,Uniformity of Cell Shape,Original
0.9355130230830712,Marginal Adhesion,Original
0.8893388733396802,Single Epithelial Cell Size,Original
2.1533901095844326,Bare Nuclei,Original
1.3550863884302793,Bland Chromatin,Original
1.0168739763612906,Normal Nucleoli,Original
0.15731567318387474,Mitoses,Original
1.208563230618581,Clump Thickness,Original
1.8766467585317725,Uniformity of Cell Size,Original
1.872353717868249,Uniformity of Cell Shape,Original
0.9104654079995346,Marginal Adhesion,Original
0.8122657019275087,Single Epithelial Cell Size,Original
1.6891723777703604,Bare Nuclei,Original
1.224405883616571,Bland Chromatin,Original
0.9733566383139665,Normal Nucleoli,Original
0.1903090302488336,Mitoses,Original
1.1960150267006187,Clump Thickness,Original
1.8082502117681585,Uniformity of Cell Size,Original
1.9575940895163533,Uniformity of Cell Shape,Original
0.8304969422680339,Marginal Adhesion,Original
0.7894879662675653,Single Epithelial Cell Size,Original
1.7453148468701922,Bare Nuclei,Original
1.2045803383352744,Bland Chromatin,Original
0.8804581083190128,Normal Nucleoli,Original
0.20654453506682238,Mitoses,Original
1.131469282507357,Clump Thickness,Original
1.8680332163261295,Uniformity of Cell Size,Original
1.850151965841284,Uniformity of Cell Shape,Original
0.8729451885318974,Marginal Adhesion,Original
0.8464186925444906,Single Epithelial Cell Size,Original
2.0986278847954223,Bare Nuclei,Original
1.3243955353937176,Bland Chromatin,Original
0.8923534589022558,Normal Nucleoli,Original
0.18215615084503647,Mitoses,Original
1.0195899938059336,Clump Thickness,Original
1.745233315401162,Uniformity of Cell Size,Original
1.856927803500155,Uniformity of Cell Shape,Original
1.0189398891825032,Marginal Adhesion,Original
0.7537855977774204,Single Epithelial Cell Size,Original
2.053538805355553,Bare Nuclei,Original
1.4676706414402287,Bland Chromatin,Original
0.9900468738246709,Normal Nucleoli,Original
0.19217091635655012,Mitoses,Original
1.0740590624525648,Clump Thickness,Original
1.9485020766836383,Uniformity of Cell Size,Original
1.9692969956499333,Uniformity of Cell Shape,Original
0.8590906440531335,Marginal Adhesion,Original
0.7949510070832367,Single Epithelial Cell Size,Original
2.0024016447079207,Bare Nuclei,Original
1.3635954394836693,Bland Chromatin,Original
0.9724505580967975,Normal Nucleoli,Original
0.17867638710587366,Mitoses,Original
1.0795935567235606,Clump Thickness,Original
1.9345949648034815,Uniformity of Cell Size,Original
1.794931737566818,Uniformity of Cell Shape,Original
0.9156458165237213,Marginal Adhesion,Original
0.8580627412079059,Single Epithelial Cell Size,Original
1.818325577183131,Bare Nuclei,Original
1.4809814949429678,Bland Chromatin,Original
0.9300441815163826,Normal Nucleoli,Original
0.19954834882448702,Mitoses,Original
1.1529891342505676,Clump Thickness,Original
1.7838875734821684,Uniformity of Cell Size,Original
1.8049496442320305,Uniformity of Cell Shape,Original
0.8895278389590202,Marginal Adhesion,Original
0.753477619266844,Single Epithelial Cell Size,Original
2.088350669760272,Bare Nuclei,Original
1.1674058129576985,Bland Chromatin,Original
0.9124772347799278,Normal Nucleoli,Original
0.1910785148900855,Mitoses,Original
1.086089243366618,Clump Thickness,Original
1.8760131534616868,Uniformity of Cell Size,Original
1.9150604611433648,Uniformity of Cell Shape,Original
0.9266276030553878,Marginal Adhesion,Original
0.8879815906354862,Single Epithelial Cell Size,Original
1.9813092016277354,Bare Nuclei,Original
1.4501820753394594,Bland Chromatin,Original
0.9046590848777749,Normal Nucleoli,Original
0.20119907836475875,Mitoses,Original
1.2757929060012614,Clump Thickness,Original
1.7924706823738308,Uniformity of Cell Size,Original
1.9280889996745012,Uniformity of Cell Shape,Original
0.7785707901907097,Marginal Adhesion,Original
0.8118543563876424,Single Epithelial Cell Size,Original
2.055116623726236,Bare Nuclei,Original
1.2155776826124156,Bland Chromatin,Original
0.9475736034428585,Normal Nucleoli,Original
0.20624418644702788,Mitoses,Original
1.0456964465551575,Clump Thickness,Original
1.7870390265180698,Uniformity of Cell Size,Original
1.8881914344009552,Uniformity of Cell Shape,Original
0.927388819789169,Marginal Adhesion,Original
0.8028550209862214,Single Epithelial Cell Size,Original
1.8876609795745534,Bare Nuclei,Original
1.2167366704754716,Bland Chromatin,Original
0.939860325223213,Normal Nucleoli,Original
0.18933387549021038,Mitoses,Original
1.0471097110631016,Clump Thickness,Original
1.89785815067481,Uniformity of Cell Size,Original
2.0953953069301674,Uniformity of Cell Shape,Original
0.8731653907184466,Marginal Adhesion,Original
0.7509791567211271,Single Epithelial Cell Size,Original
2.399009298652564,Bare Nuclei,Original
1.1455361939611834,Bland Chromatin,Original
0.8569230540470387,Normal Nucleoli,Original
0.1929038679700024,Mitoses,Original
1.0132938966391192,Clump Thickness,Original
1.8056482367270512,Uniformity of Cell Size,Original
1.97018758251137,Uniformity of Cell Shape,Original
0.8076702775015275,Marginal Adhesion,Original
0.8168878918558441,Single Epithelial Cell Size,Original
1.9475311949192144,Bare Nuclei,Original
1.3207318892797086,Bland Chromatin,Original
1.043021696547954,Normal Nucleoli,Original
0.19254797303854057,Mitoses,Original
1.2069963011414035,Clump Thickness,Original
1.6143451829658384,Uniformity of Cell Size,Original
1.773542614237682,Uniformity of Cell Shape,Original
0.8804736336991801,Marginal Adhesion,Original
0.7593122807206905,Single Epithelial Cell Size,Original
1.9777685764520412,Bare Nuclei,Original
1.3950006195812785,Bland Chromatin,Original
1.0189572089006445,Normal Nucleoli,Original
0.20162581528356519,Mitoses,Original
1.1676385105879143,Clump Thickness,Original
1.9329934836088656,Uniformity of Cell Size,Original
2.092890738632903,Uniformity of Cell Shape,Original
0.8538427141380792,Marginal Adhesion,Original
0.8474647017671327,Single Epithelial Cell Size,Original
1.930456475527399,Bare Nuclei,Original
1.3132434932754953,Bland Chromatin,Original
1.0045905151201362,Normal Nucleoli,Original
0.19179688997992178,Mitoses,Original
1.069144891748165,Clump Thickness,Original
1.7671952109571822,Uniformity of Cell Size,Original
1.7670420758289207,Uniformity of Cell Shape,Original
0.8961333287718138,Marginal Adhesion,Original
0.797851853756919,Single Epithelial Cell Size,Original
1.622469179503465,Bare Nuclei,Original
1.2160125464229576,Bland Chromatin,Original
0.8146633038799781,Normal Nucleoli,Original
0.17338161606576852,Mitoses,Original
1.1474236527963457,Clump Thickness,Original
1.7623164722566058,Uniformity of Cell Size,Original
1.8145773491732138,Uniformity of Cell Shape,Original
0.946690903257968,Marginal Adhesion,Original
0.8211230106771256,Single Epithelial Cell Size,Original
2.2197425439895397,Bare Nuclei,Original
1.336087463905341,Bland Chromatin,Original
0.912841608822347,Normal Nucleoli,Original
0.19678875194697523,Mitoses,Original
1.1356838650654582,Clump Thickness,Original
1.9517443285463225,Uniformity of Cell Size,Original
2.010088603157211,Uniformity of Cell Shape,Original
0.9073822380297231,Marginal Adhesion,Original
0.9116785011177115,Single Epithelial Cell Size,Original
1.8319055529557473,Bare Nuclei,Original
1.4130856240878056,Bland Chromatin,Original
0.8895653470371739,Normal Nucleoli,Original
0.18647331523659977,Mitoses,Original
1.0476757754317931,Clump Thickness,Original
2.0441007397586106,Uniformity of Cell Size,Original
1.9586792983153516,Uniformity of Cell Shape,Original
0.8012117744102658,Marginal Adhesion,Original
0.7523250477072566,Single Epithelial Cell Size,Original
2.0156971381373197,Bare Nuclei,Original
1.1826363385305372,Bland Chromatin,Original
0.8306635883402282,Normal Nucleoli,Original
0.1691382430129228,Mitoses,Original
1.108217540944013,Clump Thickness,Original
1.83731842016586,Uniformity of Cell Size,Original
1.9284675855526743,Uniformity of Cell Shape,Original
0.9303732439600682,Marginal Adhesion,Original
0.777633313974315,Single Epithelial Cell Size,Original
1.8338029564616323,Bare Nuclei,Original
1.2734372159419234,Bland Chromatin,Original
0.8251110588399034,Normal Nucleoli,Original
0.18060169223454262,Mitoses,Original
1.0591182361037006,Clump Thickness,Original
1.973366986389046,Uniformity of Cell Size,Original
2.042432600602622,Uniformity of Cell Shape,Original
0.8059909961462173,Marginal Adhesion,Original
0.7835652571266468,Single Epithelial Cell Size,Original
1.8753256127466997,Bare Nuclei,Original
1.3086367139381845,Bland Chromatin,Original
0.9550592895728554,Normal Nucleoli,Original
0.21564752557378167,Mitoses,Original
1.0453978618067028,Clump Thickness,Original
1.9572473141706819,Uniformity of Cell Size,Original
1.9886210751485722,Uniformity of Cell Shape,Original
0.8553184492126641,Marginal Adhesion,Original
0.8461965555915777,Single Epithelial Cell Size,Original
1.7866715684784038,Bare Nuclei,Original
1.2910233599612164,Bland Chromatin,Original
0.9698563405914237,Normal Nucleoli,Original
0.17136393904207126,Mitoses,Original
1.0993199586201736,Clump Thickness,Original
1.7515261088089271,Uniformity of Cell Size,Original
1.8565785486026942,Uniformity of Cell Shape,Original
0.8842396312355549,Marginal Adhesion,Original
0.8075345183508157,Single Epithelial Cell Size,Original
1.8437681087439264,Bare Nuclei,Original
1.3520841487934914,Bland Chromatin,Original
0.9292620403713472,Normal Nucleoli,Original
0.17525207641153032,Mitoses,Original
1.216707171729732,Clump Thickness,Original
1.8224521837711745,Uniformity of Cell Size,Original
2.0091624451543306,Uniformity of Cell Shape,Original
0.8515009409766622,Marginal Adhesion,Original
0.7187462494899562,Single Epithelial Cell Size,Original
1.7771691523233062,Bare Nuclei,Original
1.1967042258694363,Bland Chromatin,Original
1.0888958274995812,Normal Nucleoli,Original
0.19345672947856793,Mitoses,Original
1.238101710909482,Clump Thickness,Original
1.7833607514942316,Uniformity of Cell Size,Original
1.8585074778640132,Uniformity of Cell Shape,Original
0.8165276668127979,Marginal Adhesion,Original
0.8138269380274469,Single Epithelial Cell Size,Original
2.037361204481071,Bare Nuclei,Original
1.4784329378716485,Bland Chromatin,Original
0.9474016469347444,Normal Nucleoli,Original
0.23395145031311365,Mitoses,Original
1.0760579992519161,Clump Thickness,Original
1.7359010570537867,Uniformity of Cell Size,Original
1.768141676883015,Uniformity of Cell Shape,Original
0.9439060451850847,Marginal Adhesion,Original
0.7617908432901047,Single Epithelial Cell Size,Original
2.0056240950349546,Bare Nuclei,Original
1.0999651905246077,Bland Chromatin,Original
0.8840597594959422,Normal Nucleoli,Original
0.19843702354171255,Mitoses,Original
1.1329795469232864,Clump Thickness,Original
1.773777582706435,Uniformity of Cell Size,Original
1.9113299778556767,Uniformity of Cell Shape,Original
0.9027968799637255,Marginal Adhesion,Original
0.7451216736986379,Single Epithelial Cell Size,Original
2.248386842556591,Bare Nuclei,Original
1.2649952046964514,Bland Chromatin,Original
0.9233290712173251,Normal Nucleoli,Original
0.19149219526285718,Mitoses,Original
1.1794806092307322,Clump Thickness,Original
1.7633109105457416,Uniformity of Cell Size,Original
1.8440224211025456,Uniformity of Cell Shape,Original
0.8311925647252655,Marginal Adhesion,Original
0.8293716472505467,Single Epithelial Cell Size,Original
1.988617920448515,Bare Nuclei,Original
1.3401194950118298,Bland Chromatin,Original
0.9453496467539256,Normal Nucleoli,Original
0.17117556116057636,Mitoses,Original
1.1000693376003141,Clump Thickness,Original
1.7594493335058985,Uniformity of Cell Size,Original
1.8257267380983493,Uniformity of Cell Shape,Original
0.8712719493714186,Marginal Adhesion,Original
0.8761444280053249,Single Epithelial Cell Size,Original
1.78894464880418,Bare Nuclei,Original
1.2910000627626936,Bland Chromatin,Original
0.8351651816123284,Normal Nucleoli,Original
0.17032442638677578,Mitoses,Original
1.1661815496802435,Clump Thickness,Original
1.873050062449952,Uniformity of Cell Size,Original
1.9952921892035773,Uniformity of Cell Shape,Original
0.8592933694294653,Marginal Adhesion,Original
0.7443067009883281,Single Epithelial Cell Size,Original
1.7067117059840975,Bare Nuclei,Original
1.4259049205170027,Bland Chromatin,Original
0.8607443457292495,Normal Nucleoli,Original
0.19071476674383386,Mitoses,Original
1.1291991031372113,Clump Thickness,Original
1.946929946064469,Uniformity of Cell Size,Original
1.9249107974512314,Uniformity of Cell Shape,Original
0.8787430532985746,Marginal Adhesion,Original
0.8265538703075921,Single Epithelial Cell Size,Original
1.952987339298592,Bare Nuclei,Original
1.444884159763632,Bland Chromatin,Original
0.9488284176103786,Normal Nucleoli,Original
0.20395987369483545,Mitoses,Original
1.2303376228021328,Clump Thickness,Original
1.861970546024108,Uniformity of Cell Size,Original
2.0509511915426066,Uniformity of Cell Shape,Original
0.8398917626362957,Marginal Adhesion,Original
0.8187174422554298,Single Epithelial Cell Size,Original
1.7642732750708987,Bare Nuclei,Original
1.3016939374587972,Bland Chromatin,Original
1.0249700605897787,Normal Nucleoli,Original
0.1971398951354836,Mitoses,Original
1.0872145611112034,Clump Thickness,Original
1.846557551240776,Uniformity of Cell Size,Original
1.995947835142943,Uniformity of Cell Shape,Original
0.8897426110945922,Marginal Adhesion,Original
0.7660908813109885,Single Epithelial Cell Size,Original
2.19978687167856,Bare Nuclei,Original
1.5525707144718188,Bland Chromatin,Original
0.9954004039423056,Normal Nucleoli,Original
0.19404631412816903,Mitoses,Original
1.1371092919210695,Clump Thickness,Original
1.8831205509949323,Uniformity of Cell Size,Original
2.006981499485318,Uniformity of Cell Shape,Original
0.8777204208305924,Marginal Adhesion,Original
0.8754910928344342,Single Epithelial Cell Size,Original
1.624582394283317,Bare Nuclei,Original
1.3726391262428876,Bland Chromatin,Original
1.008363250301067,Normal Nucleoli,Original
0.21722121676085127,Mitoses,Original
1.0955005481704796,Clump Thickness,Original
1.7897896829300675,Uniformity of Cell Size,Original
1.8201563734141581,Uniformity of Cell Shape,Original
0.7746571121408288,Marginal Adhesion,Original
0.7630860897878243,Single Epithelial Cell Size,Original
1.9414888854709422,Bare Nuclei,Original
1.296441959901152,Bland Chromatin,Original
0.8557855903592039,Normal Nucleoli,Original
0.17188997080802476,Mitoses,Original
1.1738228257621641,Clump Thickness,Original
1.8755443666478764,Uniformity of Cell Size,Original
1.8554796462542713,Uniformity of Cell Shape,Original
0.8515274210713317,Marginal Adhesion,Original
0.8656842878308091,Single Epithelial Cell Size,Original
2.1223390927133203,Bare Nuclei,Original
1.3397104569953073,Bland Chromatin,Original
0.8871115109012665,Normal Nucleoli,Original
0.18116119013690796,Mitoses,Original
0.983578609756764,Clump Thickness,Original
1.7127018512960692,Uniformity of Cell Size,Original
1.7721994413616757,Uniformity of Cell Shape,Original
0.8060489106189975,Marginal Adhesion,Original
0.7734864061347347,Single Epithelial Cell Size,Original
2.0066629300210725,Bare Nuclei,Original
1.3165337678305051,Bland Chromatin,Original
1.0004523602057507,Normal Nucleoli,Original
0.16668756837113444,Mitoses,Original
1.0866037500357648,Clump Thickness,Original
1.7374224701071561,Uniformity of Cell Size,Original
1.9211146057211843,Uniformity of Cell Shape,Original
0.9100121343902338,Marginal Adhesion,Original
0.7946757247393805,Single Epithelial Cell Size,Original
1.9576083836351201,Bare Nuclei,Original
1.3599777735307614,Bland Chromatin,Original
0.9033853469309548,Normal Nucleoli,Original
0.1927218849329648,Mitoses,Original
1.0224505069993544,Clump Thickness,Original
1.7545708648828222,Uniformity of Cell Size,Original
1.7700731147236648,Uniformity of Cell Shape,Original
0.8996626894679243,Marginal Adhesion,Original
0.8388693378003199,Single Epithelial Cell Size,Original
1.9623624078958508,Bare Nuclei,Original
1.3433782807257473,Bland Chromatin,Original
1.004242500104706,Normal Nucleoli,Original
0.17440635259941215,Mitoses,Original
1.022773366148731,Clump Thickness,Original
1.9189209696326714,Uniformity of Cell Size,Original
1.9203386020223234,Uniformity of Cell Shape,Original
0.8976877898978073,Marginal Adhesion,Original
0.8046532902536195,Single Epithelial Cell Size,Original
2.08944333159777,Bare Nuclei,Original
1.3061447246180893,Bland Chromatin,Original
1.0417250438634227,Normal Nucleoli,Original
0.16661517565756317,Mitoses,Original
1.270836593804676,Clump Thickness,Original
1.9325757271003245,Uniformity of Cell Size,Original
