,F-score,feature,type
260,0.228822741882058,Mitoses,Original
261,0.4102582659110823,Clump Thickness,Synthpop
262,1.7242999556469605,Uniformity of Cell Size,Synthpop
263,1.4493441573082406,Uniformity of Cell Shape,Synthpop
264,0.8407328108305695,Marginal Adhesion,Synthpop
265,0.8177988951623092,Single Epithelial Cell Size,Synthpop
266,2.0810612990152713,Bare Nuclei,Synthpop
267,0.9488507670352174,Bland Chromatin,Synthpop
268,0.7722803637368304,Normal Nucleoli,Synthpop
269,0.14050243951415137,Mitoses,Synthpop
270,1.0190039825955368,Clump Thickness,Original
271,1.8531058454279101,Uniformity of Cell Size,Original
272,2.0123966123866293,Uniformity of Cell Shape,Original
273,1.0587978425754652,Marginal Adhesion,Original
274,0.8313503638502716,Single Epithelial Cell Size,Original
275,2.2461918234568183,Bare Nuclei,Original
276,1.3134267111624756,Bland Chromatin,Original
277,0.8707716228496598,Normal Nucleoli,Original
278,0.1704208079047629,Mitoses,Original
279,0.41009884791649887,Clump Thickness,Synthpop
280,1.8581216016687563,Uniformity of Cell Size,Synthpop
281,1.5664528708991396,Uniformity of Cell Shape,Synthpop
282,0.8440246995196865,Marginal Adhesion,Synthpop
283,0.9180092981677204,Single Epithelial Cell Size,Synthpop
284,1.758994417128432,Bare Nuclei,Synthpop
285,1.2679564369274277,Bland Chromatin,Synthpop
286,0.7925595796129228,Normal Nucleoli,Synthpop
287,0.16449075541114225,Mitoses,Synthpop
288,1.2349302205721997,Clump Thickness,Original
289,1.8005610653879494,Uniformity of Cell Size,Original
290,1.888978183545942,Uniformity of Cell Shape,Original
291,0.9190274419764485,Marginal Adhesion,Original
292,0.8897088016612638,Single Epithelial Cell Size,Original
293,1.829510076617586,Bare Nuclei,Original
294,1.4081526599877179,Bland Chromatin,Original
295,1.0483328096024078,Normal Nucleoli,Original
296,0.191044301177402,Mitoses,Original
297,0.4381066946065344,Clump Thickness,Synthpop
298,1.7108220001933465,Uniformity of Cell Size,Synthpop
299,1.4379831822007874,Uniformity of Cell Shape,Synthpop
300,0.7745828424342773,Marginal Adhesion,Synthpop
301,0.8250886130752354,Single Epithelial Cell Size,Synthpop
302,1.7186295620184289,Bare Nuclei,Synthpop
303,1.0669579333131398,Bland Chromatin,Synthpop
304,0.8124173187883458,Normal Nucleoli,Synthpop
305,0.17830676972478385,Mitoses,Synthpop
306,1.1959647145552499,Clump Thickness,Original
307,2.053110841547364,Uniformity of Cell Size,Original
308,1.9830636747543469,Uniformity of Cell Shape,Original
309,0.98490193482303,Marginal Adhesion,Original
310,0.8521763328843076,Single Epithelial Cell Size,Original
311,1.862387577604283,Bare Nuclei,Original
312,1.626830637108714,Bland Chromatin,Original
313,1.0487231860253599,Normal Nucleoli,Original
314,0.2117481534532472,Mitoses,Original
315,0.5444775807411407,Clump Thickness,Synthpop
316,1.8136222595340614,Uniformity of Cell Size,Synthpop
317,1.6156519728321326,Uniformity of Cell Shape,Synthpop
318,0.7998369083978195,Marginal Adhesion,Synthpop
319,0.8700457302960262,Single Epithelial Cell Size,Synthpop
320,1.5572662957203167,Bare Nuclei,Synthpop
321,0.9308964406594925,Bland Chromatin,Synthpop
322,0.7842721354839058,Normal Nucleoli,Synthpop
323,0.16658453491825148,Mitoses,Synthpop
324,1.057878657489222,Clump Thickness,Original
325,1.8914045779463318,Uniformity of Cell Size,Original
326,1.9110638301220877,Uniformity of Cell Shape,Original
327,0.9269403041865838,Marginal Adhesion,Original
328,0.8294945431180238,Single Epithelial Cell Size,Original
329,1.9585249126176232,Bare Nuclei,Original
330,1.194535012062255,Bland Chromatin,Original
331,0.8915196097077065,Normal Nucleoli,Original
332,0.17084185464524818,Mitoses,Original
333,0.49731306436269995,Clump Thickness,Synthpop
334,1.7455726375522347,Uniformity of Cell Size,Synthpop
335,1.495960310804687,Uniformity of Cell Shape,Synthpop
336,0.8247916161593813,Marginal Adhesion,Synthpop
337,0.8397191657710682,Single Epithelial Cell Size,Synthpop
338,2.0449749289254764,Bare Nuclei,Synthpop
339,1.1974124802155326,Bland Chromatin,Synthpop
340,0.8584976974342159,Normal Nucleoli,Synthpop
341,0.15743950429798786,Mitoses,Synthpop
342,1.0227511244880385,Clump Thickness,Original
343,2.142616542135454,Uniformity of Cell Size,Original
344,2.1124698638237542,Uniformity of Cell Shape,Original
345,1.0604321390155487,Marginal Adhesion,Original
346,0.9339536695771739,Single Epithelial Cell Size,Original
347,2.0615575340067545,Bare Nuclei,Original
348,1.1865130033007039,Bland Chromatin,Original
349,0.9622168995350521,Normal Nucleoli,Original
350,0.18831942523112025,Mitoses,Original
351,0.40308848241088663,Clump Thickness,Synthpop
352,1.6010352866542688,Uniformity of Cell Size,Synthpop
353,1.428801713856361,Uniformity of Cell Shape,Synthpop
354,0.8161812348833835,Marginal Adhesion,Synthpop
355,0.7893506983191857,Single Epithelial Cell Size,Synthpop
356,1.6080001767247412,Bare Nuclei,Synthpop
357,0.9156082986846549,Bland Chromatin,Synthpop
358,0.6928613656756238,Normal Nucleoli,Synthpop
359,0.15754824905492532,Mitoses,Synthpop
360,0.988584619847561,Clump Thickness,Original
361,1.722956318561291,Uniformity of Cell Size,Original
362,1.85634789301183,Uniformity of Cell Shape,Original
363,0.7998683628965166,Marginal Adhesion,Original
364,0.7588339548700844,Single Epithelial Cell Size,Original
365,1.9131718560563653,Bare Nuclei,Original
366,1.170388433038423,Bland Chromatin,Original
367,0.8378202392011996,Normal Nucleoli,Original
368,0.18072812534757904,Mitoses,Original
369,0.48653785731035787,Clump Thickness,Synthpop
370,1.7253157173725173,Uniformity of Cell Size,Synthpop
371,1.408706737434408,Uniformity of Cell Shape,Synthpop
372,0.8760706767773374,Marginal Adhesion,Synthpop
373,0.8565604518450629,Single Epithelial Cell Size,Synthpop
374,1.706035917167926,Bare Nuclei,Synthpop
375,1.1527343918701227,Bland Chromatin,Synthpop
376,0.8126355424783974,Normal Nucleoli,Synthpop
377,0.16934039358004702,Mitoses,Synthpop
378,1.0230366059521132,Clump Thickness,Original
379,2.0081907117865327,Uniformity of Cell Size,Original
380,2.1093241867984265,Uniformity of Cell Shape,Original
381,0.839327858841863,Marginal Adhesion,Original
382,0.959869293789683,Single Epithelial Cell Size,Original
383,2.1842291791229944,Bare Nuclei,Original
384,1.347821483978636,Bland Chromatin,Original
385,1.0381306063280369,Normal Nucleoli,Original
386,0.1842482908887287,Mitoses,Original
387,0.3743171329957407,Clump Thickness,Synthpop
388,1.4646119122717414,Uniformity of Cell Size,Synthpop
389,1.2648144716675445,Uniformity of Cell Shape,Synthpop
390,0.753678084904096,Marginal Adhesion,Synthpop
391,0.8231447263121199,Single Epithelial Cell Size,Synthpop
392,1.4212533463827008,Bare Nuclei,Synthpop
393,0.9309950644595383,Bland Chromatin,Synthpop
394,0.7251798984971367,Normal Nucleoli,Synthpop
395,0.12277505767674404,Mitoses,Synthpop
396,1.0552925148843821,Clump Thickness,Original
397,1.670550936835778,Uniformity of Cell Size,Original
398,1.7640156449999438,Uniformity of Cell Shape,Original
399,0.824639914665995,Marginal Adhesion,Original
400,0.7334316954468906,Single Epithelial Cell Size,Original
401,2.093378153595188,Bare Nuclei,Original
402,1.2198018029952917,Bland Chromatin,Original
403,0.8655590029891934,Normal Nucleoli,Original
404,0.188529149505111,Mitoses,Original
405,0.4655949789455028,Clump Thickness,Synthpop
406,1.6702566009863946,Uniformity of Cell Size,Synthpop
407,1.5182683994912949,Uniformity of Cell Shape,Synthpop
408,0.7744885511293979,Marginal Adhesion,Synthpop
409,0.9173187189051628,Single Epithelial Cell Size,Synthpop
410,1.823026678490505,Bare Nuclei,Synthpop
411,1.000643378985695,Bland Chromatin,Synthpop
412,0.7959740406264418,Normal Nucleoli,Synthpop
413,0.15887550167538078,Mitoses,Synthpop
414,1.0812664389307367,Clump Thickness,Original
415,1.9685373626841076,Uniformity of Cell Size,Original
416,2.0733071963174257,Uniformity of Cell Shape,Original
417,0.9714426249830828,Marginal Adhesion,Original
418,0.9114549122036997,Single Epithelial Cell Size,Original
419,1.9856598796015594,Bare Nuclei,Original
420,1.333337140132302,Bland Chromatin,Original
421,0.9851874492028915,Normal Nucleoli,Original
422,0.19361270985174125,Mitoses,Original
423,0.3608416049929107,Clump Thickness,Synthpop
424,1.5014844607421076,Uniformity of Cell Size,Synthpop
425,1.2762568041990792,Uniformity of Cell Shape,Synthpop
426,0.7930244139161199,Marginal Adhesion,Synthpop
427,0.8206579348428092,Single Epithelial Cell Size,Synthpop
428,1.6443236600008897,Bare Nuclei,Synthpop
429,1.1300715913311858,Bland Chromatin,Synthpop
430,0.7115104896052362,Normal Nucleoli,Synthpop
431,0.1591134153299992,Mitoses,Synthpop
432,1.299099866015387,Clump Thickness,Original
433,1.7631699454157443,Uniformity of Cell Size,Original
434,1.949128770179767,Uniformity of Cell Shape,Original
435,0.8561825895544902,Marginal Adhesion,Original
436,0.7865152391628473,Single Epithelial Cell Size,Original
437,1.9759911441278737,Bare Nuclei,Original
438,1.3045781516844164,Bland Chromatin,Original
439,0.9178414774094359,Normal Nucleoli,Original
440,0.17658580852919967,Mitoses,Original
441,0.41426051269542535,Clump Thickness,Synthpop
442,1.6669759890787703,Uniformity of Cell Size,Synthpop
443,1.4539042334011465,Uniformity of Cell Shape,Synthpop
444,0.8663362917004638,Marginal Adhesion,Synthpop
445,0.871968310898741,Single Epithelial Cell Size,Synthpop
446,1.6043278352624633,Bare Nuclei,Synthpop
447,1.064270156565562,Bland Chromatin,Synthpop
448,0.7795144494620839,Normal Nucleoli,Synthpop
449,0.1600665131696437,Mitoses,Synthpop
450,0.9805227293819044,Clump Thickness,Original
451,1.777665275924532,Uniformity of Cell Size,Original
452,1.7957880845894916,Uniformity of Cell Shape,Original
453,0.7784563487988087,Marginal Adhesion,Original
454,0.8488139079939392,Single Epithelial Cell Size,Original
455,2.0064910299012495,Bare Nuclei,Original
456,1.3296903059484533,Bland Chromatin,Original
457,0.9173140630812805,Normal Nucleoli,Original
458,0.19593005660176327,Mitoses,Original
459,0.44207632673274466,Clump Thickness,Synthpop
460,1.794926193153503,Uniformity of Cell Size,Synthpop
461,1.419053859161612,Uniformity of Cell Shape,Synthpop
462,0.8954789554855594,Marginal Adhesion,Synthpop
463,0.9246056148977808,Single Epithelial Cell Size,Synthpop
464,1.70948443735275,Bare Nuclei,Synthpop
465,1.0794849282369523,Bland Chromatin,Synthpop
466,0.7830214934285783,Normal Nucleoli,Synthpop
467,0.1655581799131716,Mitoses,Synthpop
468,1.204579990362638,Clump Thickness,Original
469,1.9043277899746638,Uniformity of Cell Size,Original
470,1.9132563812077379,Uniformity of Cell Shape,Original
471,0.8759336033229502,Marginal Adhesion,Original
472,0.8559026941262211,Single Epithelial Cell Size,Original
473,1.9456439725946229,Bare Nuclei,Original
474,1.2524894060778977,Bland Chromatin,Original
475,0.9319821176146497,Normal Nucleoli,Original
476,0.2111384426517135,Mitoses,Original
477,0.4417379393750672,Clump Thickness,Synthpop
478,1.8226861254447888,Uniformity of Cell Size,Synthpop
479,1.5624479507714162,Uniformity of Cell Shape,Synthpop
480,0.8878257532639326,Marginal Adhesion,Synthpop
481,0.9792379255444197,Single Epithelial Cell Size,Synthpop
482,2.0099005913483015,Bare Nuclei,Synthpop
483,1.1502249611706639,Bland Chromatin,Synthpop
484,0.8352206752860504,Normal Nucleoli,Synthpop
485,0.1821242902979648,Mitoses,Synthpop
486,1.201917749227911,Clump Thickness,Original
487,1.9316755062411142,Uniformity of Cell Size,Original
488,1.9925757752558118,Uniformity of Cell Shape,Original
489,0.992771040523497,Marginal Adhesion,Original
490,0.8583638568612969,Single Epithelial Cell Size,Original
491,1.9741430927737162,Bare Nuclei,Original
492,1.2635036916198947,Bland Chromatin,Original
493,0.9640804033789101,Normal Nucleoli,Original
494,0.19326681925205624,Mitoses,Original
495,0.4012102705033072,Clump Thickness,Synthpop
496,1.8002216687308275,Uniformity of Cell Size,Synthpop
497,1.4043742406714028,Uniformity of Cell Shape,Synthpop
498,0.9548898146861647,Marginal Adhesion,Synthpop
499,0.8621424609810475,Single Epithelial Cell Size,Synthpop
500,1.7270319170710626,Bare Nuclei,Synthpop
501,1.1647650385874393,Bland Chromatin,Synthpop
502,0.7344754679854327,Normal Nucleoli,Synthpop
503,0.1855277789034956,Mitoses,Synthpop
504,1.2273210080220096,Clump Thickness,Original
505,1.8329745995703879,Uniformity of Cell Size,Original
506,2.0531661890270296,Uniformity of Cell Shape,Original
507,0.787616817498629,Marginal Adhesion,Original
508,0.7589863936735659,Single Epithelial Cell Size,Original
509,2.132841083395279,Bare Nuclei,Original
510,1.341594582863846,Bland Chromatin,Original
511,0.965414451400706,Normal Nucleoli,Original
512,0.17730139633110462,Mitoses,Original
513,0.500697741656371,Clump Thickness,Synthpop
514,1.9190229585707228,Uniformity of Cell Size,Synthpop
515,1.6407099795092024,Uniformity of Cell Shape,Synthpop
516,0.9043614279901199,Marginal Adhesion,Synthpop
517,0.9633078766061784,Single Epithelial Cell Size,Synthpop
518,2.069535860739129,Bare Nuclei,Synthpop
519,1.1885815038730787,Bland Chromatin,Synthpop
520,0.886980693774335,Normal Nucleoli,Synthpop
521,0.18660721816034012,Mitoses,Synthpop
522,1.0354613541230624,Clump Thickness,Original
523,2.1178317104701554,Uniformity of Cell Size,Original
524,2.1106274724568124,Uniformity of Cell Shape,Original
525,0.94741228458055,Marginal Adhesion,Original
526,0.8701351019510003,Single Epithelial Cell Size,Original
527,1.784569262046791,Bare Nuclei,Original
528,1.318477658248715,Bland Chromatin,Original
529,1.0234512447383983,Normal Nucleoli,Original
530,0.19265972105599719,Mitoses,Original
531,0.4551948345862682,Clump Thickness,Synthpop
532,1.6071482550999243,Uniformity of Cell Size,Synthpop
533,1.4131426942814198,Uniformity of Cell Shape,Synthpop
534,0.7514132151174208,Marginal Adhesion,Synthpop
535,0.8042328865176163,Single Epithelial Cell Size,Synthpop
536,1.69561021721839,Bare Nuclei,Synthpop
537,0.9237896804006642,Bland Chromatin,Synthpop
538,0.7751957769215833,Normal Nucleoli,Synthpop
539,0.18659065716072432,Mitoses,Synthpop
540,1.0640821134044098,Clump Thickness,Original
541,1.7380570484004327,Uniformity of Cell Size,Original
542,1.9466452381995882,Uniformity of Cell Shape,Original
543,0.946303787670187,Marginal Adhesion,Original
544,0.8257622363179515,Single Epithelial Cell Size,Original
545,1.9727667243744518,Bare Nuclei,Original
546,1.2452660064959182,Bland Chromatin,Original
547,0.9847135061759278,Normal Nucleoli,Original
548,0.19785204061574366,Mitoses,Original
549,0.43483980891627544,Clump Thickness,Synthpop
550,1.6381561681895151,Uniformity of Cell Size,Synthpop
551,1.4858775405024038,Uniformity of Cell Shape,Synthpop
