,0,perf,type
220,98.61111111111111,npv,Original
221,0.9964957544717639,auc,Original
222,0.9951219512195122,acc,CTGAN
223,98.88888888888889,sens,CTGAN
224,100.0,spec,CTGAN
225,100.0,ppv,CTGAN
226,99.13793103448276,npv,CTGAN
227,0.9993368113891592,auc,CTGAN
228,0.975609756097561,acc,Original
229,99.23076923076923,sens,Original
230,94.66666666666667,spec,Original
231,96.99248120300751,ppv,Original
232,98.61111111111111,npv,Original
233,0.9932803203881625,auc,Original
234,0.9902439024390244,acc,CTGAN
235,98.91304347826086,sens,CTGAN
236,99.11504424778761,spec,CTGAN
237,98.91304347826086,ppv,CTGAN
238,99.11504424778761,npv,CTGAN
239,0.9998581359058022,auc,CTGAN
240,0.975609756097561,acc,Original
241,100.0,sens,Original
242,93.5064935064935,spec,Original
243,96.2406015037594,ppv,Original
244,100.0,npv,Original
245,0.9947243776113368,auc,Original
246,0.9902439024390244,acc,CTGAN
247,98.98989898989899,sens,CTGAN
248,99.05660377358491,spec,CTGAN
249,98.98989898989899,ppv,CTGAN
250,99.05660377358491,npv,CTGAN
251,1.0,auc,CTGAN
252,0.9560975609756097,acc,Original
253,98.4375,sens,Original
254,90.9090909090909,spec,Original
255,94.73684210526315,ppv,Original
256,97.22222222222221,npv,Original
257,0.9959373856788031,auc,Original
258,0.9951219512195122,acc,CTGAN
259,98.87640449438202,sens,CTGAN
260,100.0,spec,CTGAN
261,100.0,ppv,CTGAN
262,99.14529914529915,npv,CTGAN
263,0.999787955894826,auc,CTGAN
264,0.975609756097561,acc,Original
265,98.48484848484848,sens,Original
266,95.8904109589041,spec,Original
267,97.74436090225564,ppv,Original
268,97.22222222222221,npv,Original
269,0.9911046075052468,auc,Original
270,0.9951219512195122,acc,CTGAN
271,98.94736842105263,sens,CTGAN
272,100.0,spec,CTGAN
273,100.0,ppv,CTGAN
274,99.09909909909909,npv,CTGAN
275,0.9996002132196163,auc,CTGAN
276,0.9609756097560975,acc,Original
277,96.99248120300751,sens,Original
278,94.44444444444444,spec,Original
279,96.99248120300751,ppv,Original
280,94.44444444444444,npv,Original
281,0.9952634923079885,auc,Original
282,1.0,acc,CTGAN
283,100.0,sens,CTGAN
284,100.0,spec,CTGAN
285,100.0,ppv,CTGAN
286,100.0,npv,CTGAN
287,0.9991202139639641,auc,CTGAN
288,0.9658536585365853,acc,Original
289,97.72727272727273,sens,Original
290,94.52054794520548,spec,Original
291,96.99248120300751,ppv,Original
292,95.83333333333334,npv,Original
293,0.9966497872422357,auc,Original
294,0.9902439024390244,acc,CTGAN
295,98.07692307692307,sens,CTGAN
296,100.0,spec,CTGAN
297,100.0,ppv,CTGAN
298,98.05825242718447,npv,CTGAN
299,0.9998475391017363,auc,CTGAN
300,0.975609756097561,acc,Original
301,99.23076923076923,sens,Original
302,94.66666666666667,spec,Original
303,96.99248120300751,ppv,Original
304,98.61111111111111,npv,Original
305,0.9913356566609547,auc,Original
306,0.9853658536585366,acc,CTGAN
307,97.91666666666666,sens,CTGAN
308,99.08256880733946,spec,CTGAN
309,98.94736842105263,ppv,CTGAN
310,98.18181818181819,npv,CTGAN
311,0.9998043435726864,auc,CTGAN
312,0.9512195121951219,acc,Original
313,96.2406015037594,sens,Original
314,93.05555555555556,spec,Original
315,96.2406015037594,ppv,Original
316,93.05555555555556,npv,Original
317,0.9928182220767469,auc,Original
318,0.9902439024390244,acc,CTGAN
319,97.97979797979798,sens,CTGAN
320,100.0,spec,CTGAN
321,100.0,ppv,CTGAN
322,98.14814814814815,npv,CTGAN
323,0.9992691231260139,auc,CTGAN
324,0.9609756097560975,acc,Original
325,97.70992366412213,sens,Original
326,93.24324324324324,spec,Original
327,96.2406015037594,ppv,Original
328,95.83333333333334,npv,Original
329,0.9999422377110729,auc,Original
330,0.9804878048780488,acc,CTGAN
331,96.5909090909091,sens,CTGAN
332,99.14529914529915,spec,CTGAN
333,98.83720930232558,ppv,CTGAN
334,97.47899159663865,npv,CTGAN
335,1.0,auc,CTGAN
336,0.9560975609756097,acc,Original
337,96.96969696969697,sens,Original
338,93.15068493150685,spec,Original
339,96.2406015037594,ppv,Original
340,94.44444444444444,npv,Original
341,0.9973814429019775,auc,Original
342,0.9902439024390244,acc,CTGAN
343,98.71794871794873,sens,CTGAN
344,99.21259842519686,spec,CTGAN
345,98.71794871794873,ppv,CTGAN
346,99.21259842519686,npv,CTGAN
347,0.9996927236971485,auc,CTGAN
348,0.9707317073170731,acc,Original
349,98.47328244274809,sens,Original
350,94.5945945945946,spec,Original
351,96.99248120300751,ppv,Original
352,97.22222222222221,npv,Original
353,0.996341721701292,auc,Original
354,0.9951219512195122,acc,CTGAN
355,98.93617021276596,sens,CTGAN
356,100.0,spec,CTGAN
357,100.0,ppv,CTGAN
358,99.10714285714286,npv,CTGAN
359,0.9994142393098675,auc,CTGAN
360,0.9707317073170731,acc,Original
361,99.2248062015504,sens,Original
362,93.42105263157895,spec,Original
363,96.2406015037594,ppv,Original
364,98.61111111111111,npv,Original
365,0.9969193445905616,auc,Original
366,0.9853658536585366,acc,CTGAN
367,100.0,sens,CTGAN
368,97.22222222222221,spec,CTGAN
369,97.0,ppv,CTGAN
370,100.0,npv,CTGAN
371,0.9993917274939172,auc,CTGAN
372,0.9463414634146341,acc,Original
373,96.92307692307692,sens,Original
374,90.66666666666666,spec,Original
375,94.73684210526315,ppv,Original
376,94.44444444444444,npv,Original
377,0.9977665248281572,auc,Original
378,0.9951219512195122,acc,CTGAN
379,99.03846153846155,sens,CTGAN
380,100.0,spec,CTGAN
381,100.0,ppv,CTGAN
382,99.01960784313727,npv,CTGAN
383,0.9994791386030137,auc,CTGAN
384,0.9853658536585366,acc,Original
385,98.50746268656717,sens,Original
386,98.59154929577466,spec,Original
387,99.24812030075188,ppv,Original
388,97.22222222222221,npv,Original
389,0.9912393861794097,auc,Original
390,0.9853658536585366,acc,CTGAN
391,96.5909090909091,sens,CTGAN
392,100.0,spec,CTGAN
393,100.0,ppv,CTGAN
394,97.5,npv,CTGAN
395,0.999964739690767,auc,CTGAN
396,0.9707317073170731,acc,Original
397,100.0,sens,Original
398,92.3076923076923,spec,Original
399,95.48872180451127,ppv,Original
400,100.0,npv,Original
401,0.9960914184492751,auc,Original
402,0.9902439024390244,acc,CTGAN
403,98.91304347826086,sens,CTGAN
404,99.11504424778761,spec,CTGAN
405,98.91304347826086,ppv,CTGAN
406,99.11504424778761,npv,CTGAN
407,0.9995034756703078,auc,CTGAN
408,0.9658536585365853,acc,Original
409,97.01492537313433,sens,Original
410,95.77464788732394,spec,Original
411,97.74436090225564,ppv,Original
412,94.44444444444444,npv,Original
413,0.9930107630398368,auc,Original
414,1.0,acc,CTGAN
415,100.0,sens,CTGAN
416,100.0,spec,CTGAN
417,100.0,ppv,CTGAN
418,100.0,npv,CTGAN
419,0.999101759129151,auc,CTGAN
420,0.9707317073170731,acc,Original
421,97.74436090225564,sens,Original
422,95.83333333333334,spec,Original
423,97.74436090225564,ppv,Original
424,95.83333333333334,npv,Original
425,0.9913164025646456,auc,Original
426,0.9951219512195122,acc,CTGAN
427,98.79518072289156,sens,CTGAN
428,100.0,spec,CTGAN
429,100.0,ppv,CTGAN
430,99.1869918699187,npv,CTGAN
431,0.9995601069819818,auc,CTGAN
432,0.9463414634146341,acc,Original
433,96.21212121212122,sens,Original
434,91.78082191780823,spec,Original
435,95.48872180451127,ppv,Original
436,93.05555555555556,npv,Original
437,0.9951287136338256,auc,Original
438,0.9951219512195122,acc,CTGAN
439,98.93617021276596,sens,CTGAN
440,100.0,spec,CTGAN
441,100.0,ppv,CTGAN
442,99.10714285714286,npv,CTGAN
443,0.9990858583169142,auc,CTGAN
444,0.9658536585365853,acc,Original
445,97.01492537313433,sens,Original
446,95.77464788732394,spec,Original
447,97.74436090225564,ppv,Original
448,94.44444444444444,npv,Original
449,0.996206943027129,auc,Original
450,0.9951219512195122,acc,CTGAN
451,98.79518072289156,sens,CTGAN
452,100.0,spec,CTGAN
453,100.0,ppv,CTGAN
454,99.1869918699187,npv,CTGAN
455,0.9992873733108109,auc,CTGAN
456,0.9609756097560975,acc,Original
457,96.29629629629629,sens,Original
458,95.71428571428572,spec,Original
459,97.74436090225564,ppv,Original
460,93.05555555555556,npv,Original
461,0.9943970579740841,auc,Original
462,0.9951219512195122,acc,CTGAN
463,99.05660377358491,sens,CTGAN
464,100.0,spec,CTGAN
465,100.0,ppv,CTGAN
466,99.0,npv,CTGAN
467,0.9992705462797862,auc,CTGAN
468,0.975609756097561,acc,Original
469,98.48484848484848,sens,Original
470,95.8904109589041,spec,Original
471,97.74436090225564,ppv,Original
472,97.22222222222221,npv,Original
473,0.9953405086932244,auc,Original
474,0.9951219512195122,acc,CTGAN
475,100.0,sens,CTGAN
476,99.14529914529915,spec,CTGAN
477,98.87640449438202,ppv,CTGAN
478,100.0,npv,CTGAN
479,0.999540189229817,auc,CTGAN
480,0.926829268292683,acc,Original
481,94.02985074626866,sens,Original
482,90.14084507042254,spec,Original
483,94.73684210526315,ppv,Original
484,88.88888888888889,npv,Original
485,0.9994031230144214,auc,Original
486,0.9951219512195122,acc,CTGAN
487,100.0,sens,CTGAN
488,99.12280701754386,spec,CTGAN
489,98.91304347826086,ppv,CTGAN
490,100.0,npv,CTGAN
491,0.9993970775996596,auc,CTGAN
492,0.9853658536585366,acc,Original
493,100.0,sens,Original
494,96.0,spec,Original
495,97.74436090225564,ppv,Original
496,100.0,npv,Original
497,0.9958411151972582,auc,Original
498,0.9902439024390244,acc,CTGAN
499,97.91666666666666,sens,CTGAN
500,100.0,spec,CTGAN
501,100.0,ppv,CTGAN
502,98.1981981981982,npv,CTGAN
503,0.9996357498223171,auc,CTGAN
504,0.9560975609756097,acc,Original
505,96.96969696969697,sens,Original
506,93.15068493150685,spec,Original
507,96.2406015037594,ppv,Original
508,94.44444444444444,npv,Original
509,0.9957640988120222,auc,Original
510,0.9902439024390244,acc,CTGAN
511,99.0,sens,CTGAN
512,99.04761904761905,spec,CTGAN
513,99.0,ppv,CTGAN
514,99.04761904761905,npv,CTGAN
515,0.9994632889652211,auc,CTGAN
516,0.9658536585365853,acc,Original
517,97.72727272727273,sens,Original
518,94.52054794520548,spec,Original
519,96.99248120300751,ppv,Original
520,95.83333333333334,npv,Original
521,0.9946088530334829,auc,Original
522,0.9951219512195122,acc,CTGAN
523,100.0,sens,CTGAN
524,99.09909909909909,spec,CTGAN
525,98.94736842105263,ppv,CTGAN
526,100.0,npv,CTGAN
527,0.9992618416605895,auc,CTGAN
528,0.9658536585365853,acc,Original
529,97.01492537313433,sens,Original
530,95.77464788732394,spec,Original
531,97.74436090225564,ppv,Original
532,94.44444444444444,npv,Original
533,0.9941082465294492,auc,Original
534,0.9951219512195122,acc,CTGAN
535,98.7012987012987,sens,CTGAN
536,100.0,spec,CTGAN
537,100.0,ppv,CTGAN
538,99.2248062015504,npv,CTGAN
539,0.9995701754385966,auc,CTGAN
540,0.9463414634146341,acc,Original
541,97.65625,sens,Original
542,89.6103896103896,spec,Original
543,93.98496240601504,ppv,Original
544,95.83333333333334,npv,Original
545,0.9973236806130504,auc,Original
546,0.9902439024390244,acc,CTGAN
547,98.0,sens,CTGAN
548,100.0,spec,CTGAN
549,100.0,ppv,CTGAN
550,98.13084112149532,npv,CTGAN
551,0.9996162906910336,auc,CTGAN
552,0.9804878048780488,acc,Original
553,98.49624060150376,sens,Original
554,97.22222222222221,spec,Original
555,98.49624060150376,ppv,Original
556,97.22222222222221,npv,Original
557,0.9913934189498816,auc,Original
558,0.9902439024390244,acc,CTGAN
559,98.80952380952381,sens,CTGAN
560,99.17355371900827,spec,CTGAN
561,98.80952380952381,ppv,CTGAN
562,99.17355371900827,npv,CTGAN
563,0.9996476391825229,auc,CTGAN
564,0.9560975609756097,acc,Original
565,95.58823529411765,sens,Original
566,95.65217391304348,spec,Original
567,97.74436090225564,ppv,Original
568,91.66666666666666,npv,Original
569,0.9950324431522807,auc,Original
570,1.0,acc,CTGAN
571,100.0,sens,CTGAN
572,100.0,spec,CTGAN
573,100.0,ppv,CTGAN
574,100.0,npv,CTGAN
575,0.9992313401187447,auc,CTGAN
576,0.975609756097561,acc,Original
577,98.48484848484848,sens,Original
578,95.8904109589041,spec,Original
579,97.74436090225564,ppv,Original
580,97.22222222222221,npv,Original
581,0.9930492712324547,auc,Original
582,0.9951219512195122,acc,CTGAN
583,98.76543209876543,sens,CTGAN
584,100.0,spec,CTGAN
585,100.0,ppv,CTGAN
586,99.2,npv,CTGAN
587,0.999560601799775,auc,CTGAN
588,0.9658536585365853,acc,Original
589,99.21875,sens,Original
590,92.20779220779221,spec,Original
591,95.48872180451127,ppv,Original
592,98.61111111111111,npv,Original
593,0.9947051235150277,auc,Original
594,0.9902439024390244,acc,CTGAN
595,98.80952380952381,sens,CTGAN
596,99.17355371900827,spec,CTGAN
597,98.80952380952381,ppv,CTGAN
598,99.17355371900827,npv,CTGAN
599,0.999392177589852,auc,CTGAN
600,0.9463414634146341,acc,Original
601,96.21212121212122,sens,Original
602,91.78082191780823,spec,Original
603,95.48872180451127,ppv,Original
604,93.05555555555556,npv,Original
605,0.9923368696690221,auc,Original
606,1.0,acc,CTGAN
607,100.0,sens,CTGAN
608,100.0,spec,CTGAN
609,100.0,ppv,CTGAN
610,100.0,npv,CTGAN
611,0.9992101105845181,auc,CTGAN
612,0.9512195121951219,acc,Original
613,96.2406015037594,sens,Original
614,93.05555555555556,spec,Original
615,96.2406015037594,ppv,Original
616,93.05555555555556,npv,Original
617,0.9955908119452413,auc,Original
618,0.9902439024390244,acc,CTGAN
619,98.79518072289156,sens,CTGAN
620,99.18032786885246,spec,CTGAN
621,98.79518072289156,ppv,CTGAN
622,99.18032786885246,npv,CTGAN
623,0.9994101801151469,auc,CTGAN
624,0.9658536585365853,acc,Original
625,99.21875,sens,Original
626,92.20779220779221,spec,Original
627,95.48872180451127,ppv,Original
628,98.61111111111111,npv,Original
629,0.9959951479677301,auc,Original
630,0.9951219512195122,acc,CTGAN
631,100.0,sens,CTGAN
632,99.17355371900827,spec,CTGAN
633,98.82352941176471,ppv,CTGAN
634,100.0,npv,CTGAN
635,0.998915745491088,auc,CTGAN
636,0.9804878048780488,acc,Original
637,99.23664122137404,sens,Original
638,95.94594594594594,spec,Original
639,97.74436090225564,ppv,Original
640,98.61111111111111,npv,Original
641,0.9912008779867917,auc,Original
642,0.9951219512195122,acc,CTGAN
643,100.0,sens,CTGAN
644,99.09909909909909,spec,CTGAN
645,98.94736842105263,ppv,CTGAN
646,100.0,npv,CTGAN
647,0.9993596698742464,auc,CTGAN
648,0.9804878048780488,acc,Original
649,98.49624060150376,sens,Original
650,97.22222222222221,spec,Original
651,98.49624060150376,ppv,Original
652,97.22222222222221,npv,Original
653,0.9954752873673874,auc,Original
654,0.9951219512195122,acc,CTGAN
655,99.00990099009901,sens,CTGAN
656,100.0,spec,CTGAN
657,100.0,ppv,CTGAN
658,99.04761904761905,npv,CTGAN
659,0.999552740804351,auc,CTGAN
660,0.9609756097560975,acc,Original
661,98.44961240310077,sens,Original
662,92.10526315789474,spec,Original
663,95.48872180451127,ppv,Original
664,97.22222222222221,npv,Original
665,0.9951864759227526,auc,Original
666,0.9853658536585366,acc,CTGAN
667,97.67441860465115,sens,CTGAN
668,99.15966386554622,spec,CTGAN
669,98.82352941176471,ppv,CTGAN
670,98.33333333333333,npv,CTGAN
671,0.9998942190723012,auc,CTGAN
672,0.975609756097561,acc,Original
673,97.05882352941177,sens,Original
674,98.55072463768117,spec,Original
675,99.24812030075188,ppv,Original
676,94.44444444444444,npv,Original
677,0.9897568207636175,auc,Original
678,0.9804878048780488,acc,CTGAN
679,98.87640449438202,sens,CTGAN
680,97.41379310344827,spec,CTGAN
681,96.7032967032967,ppv,CTGAN
682,99.12280701754386,npv,CTGAN
683,0.9999114181947029,auc,CTGAN
684,0.9658536585365853,acc,Original
685,97.72727272727273,sens,Original
686,94.52054794520548,spec,Original
687,96.99248120300751,ppv,Original
688,95.83333333333334,npv,Original
689,0.9918170090686793,auc,Original
690,0.9853658536585366,acc,CTGAN
691,98.96907216494846,sens,CTGAN
692,98.14814814814815,spec,CTGAN
693,97.95918367346938,ppv,CTGAN
694,99.06542056074767,npv,CTGAN
695,1.0,auc,CTGAN
696,0.9707317073170731,acc,Original
697,97.03703703703704,sens,Original
698,97.14285714285714,spec,Original
699,98.49624060150376,ppv,Original
700,94.44444444444444,npv,Original
701,0.9946088530334828,auc,Original
702,1.0,acc,CTGAN
703,100.0,sens,CTGAN
704,100.0,spec,CTGAN
705,100.0,ppv,CTGAN
706,100.0,npv,CTGAN
707,0.999123831775701,auc,CTGAN
708,0.975609756097561,acc,Original
709,100.0,sens,Original
710,93.5064935064935,spec,Original
711,96.2406015037594,ppv,Original
712,100.0,npv,Original
713,0.9942045170109941,auc,Original
714,0.9951219512195122,acc,CTGAN
715,98.91304347826086,sens,CTGAN
716,100.0,spec,CTGAN
717,100.0,ppv,CTGAN
718,99.12280701754386,npv,CTGAN
719,0.9992027637523252,auc,CTGAN
720,0.9609756097560975,acc,Original
721,95.62043795620438,sens,Original
722,97.05882352941177,spec,Original
723,98.49624060150376,ppv,Original
724,91.66666666666666,npv,Original
725,0.9938964514700502,auc,Original
726,0.9902439024390244,acc,CTGAN
727,97.95918367346938,sens,CTGAN
728,100.0,spec,CTGAN
729,100.0,ppv,CTGAN
730,98.1651376146789,npv,CTGAN
731,0.9995548433048433,auc,CTGAN
732,0.9609756097560975,acc,Original
733,96.99248120300751,sens,Original
734,94.44444444444444,spec,Original
735,96.99248120300751,ppv,Original
736,94.44444444444444,npv,Original
737,0.9927797138841289,auc,Original
738,0.9902439024390244,acc,CTGAN
739,98.96907216494846,sens,CTGAN
740,99.07407407407408,spec,CTGAN
741,98.96907216494846,ppv,CTGAN
742,99.07407407407408,npv,CTGAN
743,0.9998573898782467,auc,CTGAN
744,0.9560975609756097,acc,Original
745,98.4375,sens,Original
746,90.9090909090909,spec,Original
747,94.73684210526315,ppv,Original
748,97.22222222222221,npv,Original
749,0.9954945414636965,auc,Original
750,0.9902439024390244,acc,CTGAN
751,99.02912621359224,sens,CTGAN
752,99.01960784313727,spec,CTGAN
753,99.02912621359224,ppv,CTGAN
754,99.01960784313727,npv,CTGAN
755,0.9995150600786681,auc,CTGAN
756,0.9658536585365853,acc,Original
757,97.72727272727273,sens,Original
758,94.52054794520548,spec,Original
759,96.99248120300751,ppv,Original
760,95.83333333333334,npv,Original
761,0.9953020005006065,auc,Original
762,0.9951219512195122,acc,CTGAN
763,100.0,sens,CTGAN
764,99.04761904761905,spec,CTGAN
765,99.00990099009901,ppv,CTGAN
766,100.0,npv,CTGAN
767,0.9991312136139722,auc,CTGAN
768,0.975609756097561,acc,Original
769,99.23076923076923,sens,Original
770,94.66666666666667,spec,Original
771,96.99248120300751,ppv,Original
772,98.61111111111111,npv,Original
773,0.992433140150567,auc,Original
774,0.9853658536585366,acc,CTGAN
775,96.66666666666667,sens,CTGAN
776,100.0,spec,CTGAN
777,100.0,ppv,CTGAN
778,97.45762711864407,npv,CTGAN
779,1.0,auc,CTGAN
780,0.975609756097561,acc,Original
781,99.23076923076923,sens,Original
782,94.66666666666667,spec,Original
783,96.99248120300751,ppv,Original
784,98.61111111111111,npv,Original
785,0.9909505747347748,auc,Original
786,0.9951219512195122,acc,CTGAN
787,98.98989898989899,sens,CTGAN
788,100.0,spec,CTGAN
789,100.0,ppv,CTGAN
790,99.06542056074767,npv,CTGAN
791,0.999375356938892,auc,CTGAN
792,0.9512195121951219,acc,Original
793,97.67441860465115,sens,Original
794,90.78947368421053,spec,Original
795,94.73684210526315,ppv,Original
796,95.83333333333334,npv,Original
797,0.9932995744844716,auc,Original
798,0.9853658536585366,acc,CTGAN
799,97.72727272727273,sens,CTGAN
800,99.14529914529915,spec,CTGAN
801,98.85057471264368,ppv,CTGAN
802,98.30508474576271,npv,CTGAN
803,1.0,auc,CTGAN
804,0.975609756097561,acc,Original
805,99.23076923076923,sens,Original
806,94.66666666666667,spec,Original
807,96.99248120300751,ppv,Original
808,98.61111111111111,npv,Original
809,0.9924138860542581,auc,Original
810,0.9902439024390244,acc,CTGAN
811,98.96907216494846,sens,CTGAN
