,F-score,feature,type
261,2.7195674685551534,Clump Thickness,CTGAN
262,1.5412661982376978,Uniformity of Cell Size,CTGAN
263,1.239393453929569,Uniformity of Cell Shape,CTGAN
264,0.5732455335970343,Marginal Adhesion,CTGAN
265,0.8877382974302721,Single Epithelial Cell Size,CTGAN
266,3.4757120923926186,Bare Nuclei,CTGAN
267,0.678985619524538,Bland Chromatin,CTGAN
268,0.8836848439708638,Normal Nucleoli,CTGAN
269,0.04208971225420843,Mitoses,CTGAN
270,1.0190039825955368,Clump Thickness,Original
271,1.8531058454279101,Uniformity of Cell Size,Original
272,2.0123966123866293,Uniformity of Cell Shape,Original
273,1.0587978425754652,Marginal Adhesion,Original
274,0.8313503638502716,Single Epithelial Cell Size,Original
275,2.2461918234568183,Bare Nuclei,Original
276,1.3134267111624756,Bland Chromatin,Original
277,0.8707716228496598,Normal Nucleoli,Original
278,0.1704208079047629,Mitoses,Original
279,2.7538791649027026,Clump Thickness,CTGAN
280,1.2989295804882905,Uniformity of Cell Size,CTGAN
281,1.159970582421166,Uniformity of Cell Shape,CTGAN
282,0.5806969638062863,Marginal Adhesion,CTGAN
283,0.8165910536548249,Single Epithelial Cell Size,CTGAN
284,4.046639962477855,Bare Nuclei,CTGAN
285,0.6468551179440309,Bland Chromatin,CTGAN
286,0.8764427189022164,Normal Nucleoli,CTGAN
287,0.051247559146535906,Mitoses,CTGAN
288,1.2349302205721997,Clump Thickness,Original
289,1.8005610653879494,Uniformity of Cell Size,Original
290,1.888978183545942,Uniformity of Cell Shape,Original
291,0.9190274419764485,Marginal Adhesion,Original
292,0.8897088016612638,Single Epithelial Cell Size,Original
293,1.829510076617586,Bare Nuclei,Original
294,1.4081526599877179,Bland Chromatin,Original
295,1.0483328096024078,Normal Nucleoli,Original
296,0.191044301177402,Mitoses,Original
297,2.4939818818656097,Clump Thickness,CTGAN
298,1.5772890910066928,Uniformity of Cell Size,CTGAN
299,1.2303426606998373,Uniformity of Cell Shape,CTGAN
300,0.6199637478850312,Marginal Adhesion,CTGAN
301,0.8895498323744092,Single Epithelial Cell Size,CTGAN
302,4.260083775465003,Bare Nuclei,CTGAN
303,0.7952963797261616,Bland Chromatin,CTGAN
304,0.8946854531900639,Normal Nucleoli,CTGAN
305,0.0604114407177395,Mitoses,CTGAN
306,1.1959647145552499,Clump Thickness,Original
307,2.053110841547364,Uniformity of Cell Size,Original
308,1.9830636747543469,Uniformity of Cell Shape,Original
309,0.98490193482303,Marginal Adhesion,Original
310,0.8521763328843076,Single Epithelial Cell Size,Original
311,1.862387577604283,Bare Nuclei,Original
312,1.626830637108714,Bland Chromatin,Original
313,1.0487231860253599,Normal Nucleoli,Original
314,0.2117481534532472,Mitoses,Original
315,2.4510385964760038,Clump Thickness,CTGAN
316,1.3810325578658083,Uniformity of Cell Size,CTGAN
317,1.1387122909974032,Uniformity of Cell Shape,CTGAN
318,0.5719093209969367,Marginal Adhesion,CTGAN
319,0.8347249109135536,Single Epithelial Cell Size,CTGAN
320,4.186452422448069,Bare Nuclei,CTGAN
321,0.6387162251341334,Bland Chromatin,CTGAN
322,0.7284838390433379,Normal Nucleoli,CTGAN
323,0.054652061636055904,Mitoses,CTGAN
324,1.057878657489222,Clump Thickness,Original
325,1.8914045779463318,Uniformity of Cell Size,Original
326,1.9110638301220877,Uniformity of Cell Shape,Original
327,0.9269403041865838,Marginal Adhesion,Original
328,0.8294945431180238,Single Epithelial Cell Size,Original
329,1.9585249126176232,Bare Nuclei,Original
330,1.194535012062255,Bland Chromatin,Original
331,0.8915196097077065,Normal Nucleoli,Original
332,0.17084185464524818,Mitoses,Original
333,2.177071054672232,Clump Thickness,CTGAN
334,1.4770443394893307,Uniformity of Cell Size,CTGAN
335,1.245982311116487,Uniformity of Cell Shape,CTGAN
336,0.5401257437946255,Marginal Adhesion,CTGAN
337,0.8819220378106165,Single Epithelial Cell Size,CTGAN
338,3.0888739516738757,Bare Nuclei,CTGAN
339,0.719796119549649,Bland Chromatin,CTGAN
340,0.822328508447346,Normal Nucleoli,CTGAN
341,0.05463572978985504,Mitoses,CTGAN
342,1.0227511244880385,Clump Thickness,Original
343,2.142616542135454,Uniformity of Cell Size,Original
344,2.1124698638237542,Uniformity of Cell Shape,Original
345,1.0604321390155487,Marginal Adhesion,Original
346,0.9339536695771739,Single Epithelial Cell Size,Original
347,2.0615575340067545,Bare Nuclei,Original
348,1.1865130033007039,Bland Chromatin,Original
349,0.9622168995350521,Normal Nucleoli,Original
350,0.18831942523112025,Mitoses,Original
351,2.7158210914572756,Clump Thickness,CTGAN
352,1.489295948206152,Uniformity of Cell Size,CTGAN
353,1.1585476453607428,Uniformity of Cell Shape,CTGAN
354,0.5345415279067013,Marginal Adhesion,CTGAN
355,0.8713941259458339,Single Epithelial Cell Size,CTGAN
356,4.483803427059259,Bare Nuclei,CTGAN
357,0.7553773314588734,Bland Chromatin,CTGAN
358,0.8387641274024236,Normal Nucleoli,CTGAN
359,0.05279336465277413,Mitoses,CTGAN
360,0.988584619847561,Clump Thickness,Original
361,1.722956318561291,Uniformity of Cell Size,Original
362,1.85634789301183,Uniformity of Cell Shape,Original
363,0.7998683628965166,Marginal Adhesion,Original
364,0.7588339548700844,Single Epithelial Cell Size,Original
365,1.9131718560563653,Bare Nuclei,Original
366,1.170388433038423,Bland Chromatin,Original
367,0.8378202392011996,Normal Nucleoli,Original
368,0.18072812534757904,Mitoses,Original
369,2.5869511232971116,Clump Thickness,CTGAN
370,1.4289352376969497,Uniformity of Cell Size,CTGAN
371,1.2830981743963141,Uniformity of Cell Shape,CTGAN
372,0.5868480231366062,Marginal Adhesion,CTGAN
373,0.9186541864778774,Single Epithelial Cell Size,CTGAN
374,3.692556198711889,Bare Nuclei,CTGAN
375,0.7143828918761876,Bland Chromatin,CTGAN
376,0.8404332745984276,Normal Nucleoli,CTGAN
377,0.06086142775575778,Mitoses,CTGAN
378,1.0230366059521132,Clump Thickness,Original
379,2.0081907117865327,Uniformity of Cell Size,Original
380,2.1093241867984265,Uniformity of Cell Shape,Original
381,0.839327858841863,Marginal Adhesion,Original
382,0.959869293789683,Single Epithelial Cell Size,Original
383,2.1842291791229944,Bare Nuclei,Original
384,1.347821483978636,Bland Chromatin,Original
385,1.0381306063280369,Normal Nucleoli,Original
386,0.1842482908887287,Mitoses,Original
387,2.521800866833848,Clump Thickness,CTGAN
388,1.4225602529438053,Uniformity of Cell Size,CTGAN
389,1.2535132039870371,Uniformity of Cell Shape,CTGAN
390,0.5536513318611884,Marginal Adhesion,CTGAN
391,1.018438651433318,Single Epithelial Cell Size,CTGAN
392,4.528825268531447,Bare Nuclei,CTGAN
393,0.6657659564477694,Bland Chromatin,CTGAN
394,0.8725514444188406,Normal Nucleoli,CTGAN
395,0.04600441633826254,Mitoses,CTGAN
396,1.0552925148843821,Clump Thickness,Original
397,1.670550936835778,Uniformity of Cell Size,Original
398,1.7640156449999438,Uniformity of Cell Shape,Original
399,0.824639914665995,Marginal Adhesion,Original
400,0.7334316954468906,Single Epithelial Cell Size,Original
401,2.093378153595188,Bare Nuclei,Original
402,1.2198018029952917,Bland Chromatin,Original
403,0.8655590029891934,Normal Nucleoli,Original
404,0.188529149505111,Mitoses,Original
405,2.362635705493301,Clump Thickness,CTGAN
406,1.3466700272989174,Uniformity of Cell Size,CTGAN
407,1.28004123667156,Uniformity of Cell Shape,CTGAN
408,0.5535623319431044,Marginal Adhesion,CTGAN
409,0.8581766774118397,Single Epithelial Cell Size,CTGAN
410,3.404676240998948,Bare Nuclei,CTGAN
411,0.6809973979210254,Bland Chromatin,CTGAN
412,0.8206781079662795,Normal Nucleoli,CTGAN
413,0.06028001602306613,Mitoses,CTGAN
414,1.0812664389307367,Clump Thickness,Original
415,1.9685373626841076,Uniformity of Cell Size,Original
416,2.0733071963174257,Uniformity of Cell Shape,Original
417,0.9714426249830828,Marginal Adhesion,Original
418,0.9114549122036997,Single Epithelial Cell Size,Original
419,1.9856598796015594,Bare Nuclei,Original
420,1.333337140132302,Bland Chromatin,Original
421,0.9851874492028915,Normal Nucleoli,Original
422,0.19361270985174125,Mitoses,Original
423,2.484078952211897,Clump Thickness,CTGAN
424,1.2782506260425976,Uniformity of Cell Size,CTGAN
425,1.2029811374518535,Uniformity of Cell Shape,CTGAN
426,0.5316908758521134,Marginal Adhesion,CTGAN
427,0.8889468866997392,Single Epithelial Cell Size,CTGAN
428,3.2549685114966267,Bare Nuclei,CTGAN
429,0.6553854258777245,Bland Chromatin,CTGAN
430,0.726251021624372,Normal Nucleoli,CTGAN
431,0.04910979721491849,Mitoses,CTGAN
432,1.299099866015387,Clump Thickness,Original
433,1.7631699454157443,Uniformity of Cell Size,Original
434,1.949128770179767,Uniformity of Cell Shape,Original
435,0.8561825895544902,Marginal Adhesion,Original
436,0.7865152391628473,Single Epithelial Cell Size,Original
437,1.9759911441278737,Bare Nuclei,Original
438,1.3045781516844164,Bland Chromatin,Original
439,0.9178414774094359,Normal Nucleoli,Original
440,0.17658580852919967,Mitoses,Original
441,2.690733751259857,Clump Thickness,CTGAN
442,1.4600340008490682,Uniformity of Cell Size,CTGAN
443,1.3161023081597696,Uniformity of Cell Shape,CTGAN
444,0.5801987076734982,Marginal Adhesion,CTGAN
445,0.8311294774214362,Single Epithelial Cell Size,CTGAN
446,3.510257951076446,Bare Nuclei,CTGAN
447,0.7825941809268844,Bland Chromatin,CTGAN
448,0.8719690958946233,Normal Nucleoli,CTGAN
449,0.06557435058591136,Mitoses,CTGAN
450,0.9805227293819044,Clump Thickness,Original
451,1.777665275924532,Uniformity of Cell Size,Original
452,1.7957880845894916,Uniformity of Cell Shape,Original
453,0.7784563487988087,Marginal Adhesion,Original
454,0.8488139079939392,Single Epithelial Cell Size,Original
455,2.0064910299012495,Bare Nuclei,Original
456,1.3296903059484533,Bland Chromatin,Original
457,0.9173140630812805,Normal Nucleoli,Original
458,0.19593005660176327,Mitoses,Original
459,2.345208514023582,Clump Thickness,CTGAN
460,1.4404587565369773,Uniformity of Cell Size,CTGAN
461,1.2605829601268905,Uniformity of Cell Shape,CTGAN
462,0.5938346152774276,Marginal Adhesion,CTGAN
463,0.8881459080033209,Single Epithelial Cell Size,CTGAN
464,3.4499606703724357,Bare Nuclei,CTGAN
465,0.6292073914402398,Bland Chromatin,CTGAN
466,0.8666001543155205,Normal Nucleoli,CTGAN
467,0.05514798216747749,Mitoses,CTGAN
468,1.204579990362638,Clump Thickness,Original
469,1.9043277899746638,Uniformity of Cell Size,Original
470,1.9132563812077379,Uniformity of Cell Shape,Original
471,0.8759336033229502,Marginal Adhesion,Original
472,0.8559026941262211,Single Epithelial Cell Size,Original
473,1.9456439725946229,Bare Nuclei,Original
474,1.2524894060778977,Bland Chromatin,Original
475,0.9319821176146497,Normal Nucleoli,Original
476,0.2111384426517135,Mitoses,Original
477,2.4472499484056662,Clump Thickness,CTGAN
478,1.4841392394923756,Uniformity of Cell Size,CTGAN
479,1.2582885792906604,Uniformity of Cell Shape,CTGAN
480,0.5595217516290576,Marginal Adhesion,CTGAN
481,0.8620848295678225,Single Epithelial Cell Size,CTGAN
482,4.003363822958616,Bare Nuclei,CTGAN
483,0.6778743193661186,Bland Chromatin,CTGAN
484,0.9040468751199948,Normal Nucleoli,CTGAN
485,0.05753504169342479,Mitoses,CTGAN
486,1.201917749227911,Clump Thickness,Original
487,1.9316755062411142,Uniformity of Cell Size,Original
488,1.9925757752558118,Uniformity of Cell Shape,Original
489,0.992771040523497,Marginal Adhesion,Original
490,0.8583638568612969,Single Epithelial Cell Size,Original
491,1.9741430927737162,Bare Nuclei,Original
492,1.2635036916198947,Bland Chromatin,Original
493,0.9640804033789101,Normal Nucleoli,Original
494,0.19326681925205624,Mitoses,Original
495,2.580221905025504,Clump Thickness,CTGAN
496,1.4648599695771445,Uniformity of Cell Size,CTGAN
497,1.2498242371372872,Uniformity of Cell Shape,CTGAN
498,0.5706700798995816,Marginal Adhesion,CTGAN
499,0.956536063325399,Single Epithelial Cell Size,CTGAN
500,3.715048682543531,Bare Nuclei,CTGAN
501,0.7127437213393913,Bland Chromatin,CTGAN
502,0.9307669811005345,Normal Nucleoli,CTGAN
503,0.056848568035859054,Mitoses,CTGAN
504,1.2273210080220096,Clump Thickness,Original
505,1.8329745995703879,Uniformity of Cell Size,Original
506,2.0531661890270296,Uniformity of Cell Shape,Original
507,0.787616817498629,Marginal Adhesion,Original
508,0.7589863936735659,Single Epithelial Cell Size,Original
509,2.132841083395279,Bare Nuclei,Original
510,1.341594582863846,Bland Chromatin,Original
511,0.965414451400706,Normal Nucleoli,Original
512,0.17730139633110462,Mitoses,Original
513,2.3514659738149213,Clump Thickness,CTGAN
514,1.50260694165558,Uniformity of Cell Size,CTGAN
515,1.2832586196472193,Uniformity of Cell Shape,CTGAN
516,0.5691109159631929,Marginal Adhesion,CTGAN
517,0.8535632400768353,Single Epithelial Cell Size,CTGAN
518,3.1529921403070187,Bare Nuclei,CTGAN
519,0.6796259184202006,Bland Chromatin,CTGAN
520,0.8605410113844848,Normal Nucleoli,CTGAN
521,0.06120088207191433,Mitoses,CTGAN
522,1.0354613541230624,Clump Thickness,Original
523,2.1178317104701554,Uniformity of Cell Size,Original
524,2.1106274724568124,Uniformity of Cell Shape,Original
525,0.94741228458055,Marginal Adhesion,Original
526,0.8701351019510003,Single Epithelial Cell Size,Original
527,1.784569262046791,Bare Nuclei,Original
528,1.318477658248715,Bland Chromatin,Original
529,1.0234512447383983,Normal Nucleoli,Original
530,0.19265972105599719,Mitoses,Original
531,2.66247131585677,Clump Thickness,CTGAN
532,1.483017763421983,Uniformity of Cell Size,CTGAN
533,1.2781350087327505,Uniformity of Cell Shape,CTGAN
534,0.5527485596852977,Marginal Adhesion,CTGAN
535,0.8104724306310148,Single Epithelial Cell Size,CTGAN
536,3.4086192378562483,Bare Nuclei,CTGAN
537,0.7072746150710448,Bland Chromatin,CTGAN
538,0.8563440342001806,Normal Nucleoli,CTGAN
539,0.049411524074401816,Mitoses,CTGAN
540,1.0640821134044098,Clump Thickness,Original
541,1.7380570484004327,Uniformity of Cell Size,Original
542,1.9466452381995882,Uniformity of Cell Shape,Original
543,0.946303787670187,Marginal Adhesion,Original
544,0.8257622363179515,Single Epithelial Cell Size,Original
545,1.9727667243744518,Bare Nuclei,Original
546,1.2452660064959182,Bland Chromatin,Original
547,0.9847135061759278,Normal Nucleoli,Original
548,0.19785204061574366,Mitoses,Original
549,2.5315008457713892,Clump Thickness,CTGAN
550,1.3825418272927614,Uniformity of Cell Size,CTGAN
551,1.2305439168565666,Uniformity of Cell Shape,CTGAN
552,0.5293924881058419,Marginal Adhesion,CTGAN
